,time,x,y
75,2024-01-18T16:52:53.001000+02:00,636,824
76,2024-01-18T16:52:53.017000+02:00,630,824
77,2024-01-18T16:52:53.033000+02:00,624,824
78,2024-01-18T16:52:53.049000+02:00,618,824
79,2024-01-18T16:52:53.065000+02:00,612,824
80,2024-01-18T16:52:53.081000+02:00,606,824
81,2024-01-18T16:52:53.097000+02:00,600,824
82,2024-01-18T16:52:53.113000+02:00,594,824
83,2024-01-18T16:52:53.129000+02:00,588,824
84,2024-01-18T16:52:53.145000+02:00,582,824
85,2024-01-18T16:52:53.161000+02:00,576,824
86,2024-01-18T16:52:53.177000+02:00,570,824
87,2024-01-18T16:52:53.193000+02:00,564,824
88,2024-01-18T16:52:53.209000+02:00,558,824
89,2024-01-18T16:52:53.225000+02:00,558,824
90,2024-01-18T16:52:53.241000+02:00,552,824
91,2024-01-18T16:52:53.257000+02:00,546,824
92,2024-01-18T16:52:53.273000+02:00,540,824
93,2024-01-18T16:52:53.289000+02:00,534,824
94,2024-01-18T16:52:53.305000+02:00,528,824
95,2024-01-18T16:52:53.321000+02:00,522,824
96,2024-01-18T16:52:53.337000+02:00,516,824
97,2024-01-18T16:52:53.353000+02:00,510,824
98,2024-01-18T16:52:53.369000+02:00,504,824
99,2024-01-18T16:52:53.385000+02:00,498,824
100,2024-01-18T16:52:53.401000+02:00,492,824
101,2024-01-18T16:52:53.417000+02:00,486,824
102,2024-01-18T16:52:53.433000+02:00,480,824
103,2024-01-18T16:52:53.449000+02:00,474,824
104,2024-01-18T16:52:53.465000+02:00,468,824
105,2024-01-18T16:52:53.481000+02:00,462,824
106,2024-01-18T16:52:53.497000+02:00,456,824
107,2024-01-18T16:52:53.513000+02:00,450,824
108,2024-01-18T16:52:53.529000+02:00,444,824
109,2024-01-18T16:52:53.545000+02:00,438,824
110,2024-01-18T16:52:53.561000+02:00,432,824
111,2024-01-18T16:52:53.577000+02:00,426,824
112,2024-01-18T16:52:53.593000+02:00,420,824
