,0
969,1705589500.9355464
970,1705589500.9683754
971,1705589501.0012195
972,1705589501.0340633
973,1705589501.0669072
974,1705589501.0997512
975,1705589501.1325953
976,1705589501.1654391
977,1705589501.1983128
978,1705589501.2311418
979,1705589501.2639856
980,1705589501.2968297
981,1705589501.3296883
982,1705589501.3625176
983,1705589501.3953614
984,1705589501.4282053
985,1705589501.461064
986,1705589501.4939082
987,1705589501.5267372
988,1705589501.559581
989,1705589501.5924249
990,1705589501.625269
991,1705589501.6581128
992,1705589501.6909568
993,1705589501.7238157
994,1705589501.7566447
995,1705589501.7894738
996,1705589501.8223178
997,1705589501.855147
998,1705589501.8879907
999,1705589501.9208198
1000,1705589501.953649
1001,1705589501.9864929
1002,1705589502.0193517
1003,1705589502.0521808
1004,1705589502.0850098
1005,1705589502.117839
1006,1705589502.1506977
1007,1705589502.1835268
1008,1705589502.216356
1009,1705589502.2492146
1010,1705589502.2820735
1011,1705589502.3149025
1012,1705589502.3477318
1013,1705589502.3805609
1014,1705589502.4134197
1015,1705589502.4462488
1016,1705589502.4790778
1017,1705589502.5119216
1018,1705589502.5447805
1019,1705589502.5776246
1020,1705589502.6104536
1021,1705589502.6433122
1022,1705589502.676171
1023,1705589502.709015
1024,1705589502.741859
1025,1705589502.774703
1026,1705589502.8075764
1027,1705589502.8404055
1028,1705589502.8732347
1029,1705589502.9060786
1030,1705589502.9389372
1031,1705589502.9717665
1032,1705589503.0045955
1033,1705589503.0374396
1034,1705589503.0702686
1035,1705589503.1030977
1036,1705589503.1359267
1037,1705589503.168756
1038,1705589503.2015998
1039,1705589503.2344587
1040,1705589503.2672877
1041,1705589503.3001168
1042,1705589503.3329608
1043,1705589503.3658195
1044,1705589503.3986487
1045,1705589503.431463
1046,1705589503.4643068
1047,1705589503.497151
1048,1705589503.52998
1049,1705589503.562809
1050,1705589503.5956528
1051,1705589503.628512
1052,1705589503.661341
1053,1705589503.69417
1054,1705589503.726999
1055,1705589503.7598577
1056,1705589503.7927017
1057,1705589503.825531
1058,1705589503.85836
1059,1705589503.8912187
1060,1705589503.9240627
1061,1705589503.956892
1062,1705589503.9897358
1063,1705589504.0225945
1064,1705589504.0554235
1065,1705589504.0882676
1066,1705589504.1211114
1067,1705589504.1539702
1068,1705589504.1867993
1069,1705589504.219643
1070,1705589504.2524872
1071,1705589504.2853162
1072,1705589504.3181453
1073,1705589504.3509893
1074,1705589504.3838184
1075,1705589504.4166625
1076,1705589504.449521
1077,1705589504.482365
1078,1705589504.5151942
1079,1705589504.548038
1080,1705589504.5808969
1081,1705589504.613726
1082,1705589504.6465552
1083,1705589504.679399
1084,1705589504.7122576
1085,1705589504.7451017
1086,1705589504.7779307
1087,1705589504.8107748
1088,1705589504.8436334
1089,1705589504.8764625
1090,1705589504.9092917
1091,1705589504.9421356
1092,1705589504.9749944
1093,1705589505.0078235
1094,1705589505.0406673
1095,1705589505.0734966
1096,1705589505.1063552
1097,1705589505.1391845
1098,1705589505.1720135
1099,1705589505.2048426
1100,1705589505.2377017
1101,1705589505.2705305
1102,1705589505.3033597
1103,1705589505.3362036
1104,1705589505.3690622
1105,1705589505.4018915
1106,1705589505.4347353
1107,1705589505.4675643
1108,1705589505.5003936
1109,1705589505.5332227
1110,1705589505.566052
1111,1705589505.5988958
1112,1705589505.6317396
1113,1705589505.6645985
1114,1705589505.6974275
1115,1705589505.7302566
1116,1705589505.7631006
1117,1705589505.7959597
1118,1705589505.8288033
1119,1705589505.8616474
1120,1705589505.8944912
1121,1705589505.92735
1122,1705589505.9601939
1123,1705589505.9930377
1124,1705589506.0258818
1125,1705589506.0587404
1126,1705589506.0915694
1127,1705589506.1244135
1128,1705589506.1572576
1129,1705589506.190131
1130,1705589506.2229605
1131,1705589506.2557893
1132,1705589506.288648
1133,1705589506.3215067
1134,1705589506.3543358
1135,1705589506.38715
1136,1705589506.419994
1137,1705589506.4528527
1138,1705589506.4856818
1139,1705589506.518511
1140,1705589506.551355
1141,1705589506.5842137
1142,1705589506.6170428
1143,1705589506.649872
1144,1705589506.682716
1145,1705589506.715545
1146,1705589506.748374
1147,1705589506.7812033
1148,1705589506.8140323
1149,1705589506.8468761
1150,1705589506.879735
1151,1705589506.912564
1152,1705589506.945408
1153,1705589506.9782522
1154,1705589507.0111108
1155,1705589507.0439546
1156,1705589507.0767837
1157,1705589507.1096277
1158,1705589507.1424866
1159,1705589507.1753304
1160,1705589507.2081594
1161,1705589507.2410035
1162,1705589507.2738621
1163,1705589507.3066914
1164,1705589507.3395352
1165,1705589507.372379
1166,1705589507.405238
1167,1705589507.438067
1168,1705589507.470911
1169,1705589507.5037549
1170,1705589507.5366137
1171,1705589507.5694427
1172,1705589507.6022866
1173,1705589507.6351306
1174,1705589507.6679893
1175,1705589507.7008185
1176,1705589507.7336476
1177,1705589507.7664769
1178,1705589507.7993503
1179,1705589507.832194
1180,1705589507.8650231
1181,1705589507.897882
1182,1705589507.930726
1183,1705589507.9635699
1184,1705589507.996414
1185,1705589508.0292578
1186,1705589508.0621016
1187,1705589508.0949605
1188,1705589508.1278043
1189,1705589508.1606336
1190,1705589508.1934776
1191,1705589508.2263362
1192,1705589508.25918
